30-08-2013
dd-mm-yyyy, questions, answers, %answered, users, visitors/day

22-08-2013,9079,15335,88,26119,7407,
23-08-2013,9094,15354,88,26167,7585,
24-08-2013,9096,15376,89,26181,7755,
25-08-2013,9105,15382,89,26201,7800,
26-08-2013,9120,15410,88,26232,7800,
27-08-2013,9131,15432,89,26258,7518,
28-08-2013,9152,15458,89,26295,7800,
29-08-2013,9178,15491,88,26346,7794,
30-08-2013,9201,15528,88,26384,8082,
